,title,url,site_name,fb_engagement,published_date,category,elapsed_days,engagement_per_day,month_published,engagement_per_month,title_length
1348,Obama Introduced as 'Real President of the United States' During DNC Event,http://www.neonnettle.com/features/1438-obama-introduced-as-real-president-of-the-united-states-during-dnc-event,www.neonnettle.com,1670,2018-07-07,Neon Nettle,2000,0.835,July,25.049999999999997,74.0
1349,Trump Considering Total Shut Down of Border,http://www.truthandaction.org/trump-considering-total-shut-down-of-border/,www.truthandaction.org,1666,2018-10-26,Uncategorized,1889,0.8819481206987825,October,26.45844362096347,43.0
1350,Thirteen Rebel VIPs Who Support Trump,http://www.truthandaction.org/thirteen-rebel-vips-who-support-trump/,www.truthandaction.org,1666,2018-03-20,Uncategorized,2109,0.7899478425794215,March,23.698435277382647,37.0
1351,New Attorney General William Barr: 'Clintons Should Be Investigated',https://newspunch.com/attorney-general-barr-clintons-investigated/,newspunch.com,1666,2018-12-09,Baxter Dmitry,1845,0.9029810298102982,December,27.089430894308943,68.0
1352,20 Priests Die in Plane Crash Same Week Catholic Church Pedophile Ring Exposed,http://www.neonnettle.com/news/4214-20-priests-die-in-plane-crash-same-week-catholic-church-pedophile-ring-exposed,www.neonnettle.com,1662,2018-05-21,Neon Nettle,2047,0.8119198827552516,May,24.35759648265755,78.0
1353,Monsanto Changes Name to Hide Its Reputation from the Public,http://www.neonnettle.com/news/4285-monsanto-changes-name-to-hide-its-reputation-from-the-public,www.neonnettle.com,1662,2018-06-11,Neon Nettle,2026,0.8203356367226061,June,24.610069101678185,60.0
1354,Man wakes from coma asking for Rum and Coke,https://thereisnews.com/man-wakes-from-coma-asking-for-rum-and-coke/,thereisnews.com,1660,2018-09-20,Fabiola,1925,0.8623376623376623,September,25.87012987012987,43.0
1355,ICE Recruiting Veterans To Hunt Pedophiles And Rescue Children,https://yournewswire.com/ice-recruiting-veterans-pedophiles/,yournewswire.com,1656,2018-01-15,Baxter Dmitry,2173,0.762080073630925,January,22.862402208927747,62.0
1356,President Trump: Avoid The 'Dangerous' Flu Shot At All Costs,https://yournewswire.com/president-trump-avoid-flu-shot/,yournewswire.com,1655,2018-01-18,Sean Adl-tabatabai,2170,0.7626728110599078,January,22.880184331797235,60.0
1357,Nike Mocks Conservatives With Kaepernick Shoe Design,https://worstpot.us/ever/nike-mocks-conservatives-with-kaepernick-shoe-design/,worstpot.us,1654,2018-09-09,Beth Palmer,1936,0.8543388429752066,September,25.630165289256198,52.0
1358,Former CIA Official Threatens President Trump on CNN,http://www.truthandaction.org/former-cia-official-threatens-president-trump-on-cnn/,www.truthandaction.org,1649,2018-02-06,Uncategorized,2151,0.7666201766620176,February,22.99860529986053,52.0
1359,Facebook girl who just posts inspirational crap inspires friend to remove eyeballs with teaspoon,https://uokhun.uk/2018/10/16/facebook-girl-who-just-posts-inspirational-crap-inspires-friend-to-remove-eyeballs-with-teaspoon/,uokhun.uk,1649,2018-10-16,Uncategorized,1899,0.8683517640863613,October,26.05055292259084,96.0
1360,"Oprah’s PISSED As Movie FLOPS, BLM Director Blames ‘Christians & White People’..",http://www.vtamedia.com/2018/04/15/oprahs-pis41/,www.vtamedia.com,1649,2018-04-15,Uncategorized,2083,0.7916466634661545,April,23.749399903984635,80.0
1361,Michael Jordan Signs 6 Year Deal With New Balance For 'His Airness' Shoes,https://worstpot.us/ever/michael-jordan-signs-6-year-deal-with-new-balance-for-his-airness-shoes/,worstpot.us,1648,2018-09-12,Beth Palmer,1933,0.8525607863424728,September,25.576823590274184,73.0
1362,"San Francisco Tourists too ""Terrified"" to Leave Hotel",http://www.truthandaction.org/san-francisco-tourists-too-terrified-to-leave-hotel/,www.truthandaction.org,1643,2018-06-18,Uncategorized,2019,0.8137691926696384,June,24.413075780089155,53.0
1363,Facebook to start charging £4.99 per month for anyone who writes ‘his feeling poorly’,https://uokhun.uk/2018/11/07/facebook-to-start-charging-4-99-per-month-for-anyone-who-writes-his-feeling-poorly/,uokhun.uk,1642,2018-11-07,Uncategorized,1877,0.8748002131060203,November,26.244006393180605,85.0
1364,Astonishing California Bill Looks to End Free Speech,http://www.truthandaction.org/astonishing-california-bill-looks-to-end-free-speech/,www.truthandaction.org,1628,2018-04-09,Uncategorized,2089,0.7793202489229296,April,23.379607467687887,52.0
1365,Man Dressed As World Cup Trophy Is Haunting People In Croatia Neighborhood,https://www.8shit.net/man-dressed-as-world-cup-trophy-is-haunting-people-in-croatia-neighborhood/,www.8shit.net,1627,2018-07-16,I'm Luis! ^-^ (@zerquix18),1991,0.8171772978402813,July,24.51531893520844,74.0
1366,SNOOP DOG ANNOUNCED HE’S OFFICIALLY LEAVING THE COUNTRY BECAUSE HE HATES PRESIDENT TRUMP - universaleinfo,https://www.universaleinfo.com/2018/09/05/snoop-dog-announced-hes-officially-leaving-the-country-because-he-hates-president-trump/,www.universaleinfo.com,1626,2018-09-05,Admin,1940,0.8381443298969072,September,25.144329896907216,105.0
1367,Forest Whitaker arrested for winking at a woman,https://wittheshit.com/2018/06/16/forest-whitaker-arrested-for-winking-at-a-woman/,wittheshit.com,1625,2018-06-16,Uncategorized,2021,0.8040573973280554,June,24.121721919841665,47.0
1368,"BREAKING: Bush, Clinton, Obama Funeral Party Trashes Air Force One",https://wearethellod.com/everybody-wang-chung-tonight/,wearethellod.com,1619,2018-12-06,Flagg Eagleton,1848,0.8760822510822511,December,26.282467532467532,66.0
1369,Police raid vegan restaurant and find 50 baby soys being milked illegally,https://uokhun.uk/2018/10/06/police-raid-vegan-restaurant-and-find-50-baby-soys-being-milked-illegally/,uokhun.uk,1615,2018-10-06,Uncategorized,1909,0.8459926663174437,October,25.37977998952331,73.0
1370,BREAKING: McCain Deathbed Confession Letter Implicates Clinton,https://nofakenewsonline.us/2018/08/26/breaking-mccain-deathbed-confession-letter-implicates-clinton/,nofakenewsonline.us,1614,2018-08-26,Flagg Eagleton,1950,0.8276923076923077,August,24.83076923076923,62.0
1371,Queen’s Christmas message to include plea to EU to STOP BREXIT,https://uokhun.uk/2018/11/24/queens-christmas-message-to-include-plea-to-eu-to-stop-brexit/,uokhun.uk,1613,2018-11-24,Uncategorized,1860,0.8672043010752688,November,26.016129032258064,62.0
1372,Catholic Priest Jailed for Raping Babies,http://www.neonnettle.com/news/4395-catholic-priest-jailed-for-raping-babies,www.neonnettle.com,1612,2018-06-28,Neon Nettle,2009,0.8023892483822798,June,24.071677451468393,40.0
1373,Calls for Mark Zuckerberg's Removal From Facebook as Mass User Spying Exposed,https://neonnettle.com/features/1594-calls-for-mark-zuckerberg-s-removal-from-facebook-as-mass-user-spying-exposed,neonnettle.com,1612,2018-12-05,Neon Nettle,1849,0.8718226068144943,December,26.15467820443483,77.0
1374,Here’s a list of everyone who won’t be wearing a poppy this year,https://uokhun.uk/2018/10/25/heres-a-list-of-everyone-who-wont-be-wearing-a-poppy-this-year/,uokhun.uk,1611,2018-10-25,Uncategorized,1890,0.8523809523809524,October,25.571428571428573,64.0
1375,RuPaul assume Trixie é a pior winner de RPDR!,http://www.cnoticias.net/5b4be2f1359b2/rupaul-assume-trixie-e-a-pior-winner-de-rpdr.html,www.cnoticias.net,1610,2018-07-15,Cnoticias.net,1992,0.8082329317269076,July,24.246987951807228,45.0
1376,Streisand Doubles Down: Trump is Forcing Me to Eat Pancakes,http://www.truthandaction.org/streisand-doubles-trump-forcing-eat-pancakes/,www.truthandaction.org,1608,2018-11-01,Uncategorized,1883,0.8539564524694636,November,25.61869357408391,59.0
1377,"Judge Kavanaugh, Family, Chased Out of Disneyland By Liberal Mob",https://bebest.website/judge-fledd/,bebest.website,1606,2018-12-07,Fallis Gunnington,1847,0.8695181375203032,December,26.085544125609093,64.0
1378,Michelle Obama’s Doctor Goes On Record: ‘I Know What I Saw’,http://www.vtamedia.com/2018/04/15/michelle-obamas-doctor-goes-on-record-i-know-what-i-saw/,www.vtamedia.com,1606,2018-04-15,Uncategorized,2083,0.771003360537686,April,23.13010081613058,59.0
1379,A JuicePlus ‘hun’ added me on Facebook. This is how I told her to f*ck off.,https://uokhun.uk/2018/12/05/a-juiceplus-hun-added-me-on-facebook-this-is-how-i-told-her-to-fck-off/,uokhun.uk,1596,2018-12-05,Uncategorized,1849,0.8631692806922661,December,25.895078420767984,75.0
1380,UNCOVERED: 13 Devious Clinton Cover-Ups,http://www.truthandaction.org/uncovered-13-devious-clinton-cover-ups/,www.truthandaction.org,1594,2018-04-06,Uncategorized,2092,0.7619502868068834,April,22.858508604206502,39.0
1381,Soros Funding Pedophile Love Stories Written By Convicted Child Molesters,https://yournewswire.com/soros-pedophile-love-stories-molesters/,yournewswire.com,1589,2018-09-12,Baxter Dmitry,1933,0.8220382824624936,September,24.661148473874803,73.0
1382,Hillary Clinton Says She Wants To Become Facebook CEO,https://yournewswire.com/hillary-clinton-facebook-ceo/,yournewswire.com,1588,2018-05-25,Baxter Dmitry,2043,0.7772883015173764,May,23.318649045521294,53.0
1383,Family who lost home in fire build new house entirely out of thoughts and prayers,https://uokhun.uk/2018/10/02/family-who-lost-home-in-fire-build-new-house-entirely-out-of-thoughts-and-prayers/,uokhun.uk,1585,2018-10-02,Uncategorized,1913,0.8285415577626765,October,24.856246732880294,81.0
1384,Bolton: Obama Holdovers 'Should Start Packing Their Sh!t',http://www.truthandaction.org/bolton-obama-holdovers-should-start-packing-their-sht/,www.truthandaction.org,1581,2018-03-27,Uncategorized,2102,0.7521408182683159,March,22.564224548049477,57.0
1385,Queen Elizabeth Suspends Wedding After Meghan Markle Calls Herself 'Liberal Activist',https://yournewswire.com/queen-elizabeth-wedding-markle/,yournewswire.com,1580,2017-12-27,Baxter Dmitry,2192,0.7208029197080292,December,21.624087591240876,85.0
1386,"Leaked Chinese Memo: We Must ""Win a War”, ""Overtake the United States in Military Strength""",http://www.truthandaction.org/leaked-chinese-memo-we-must-win-a-war-overtake-the-united-states-in-military-strength/,www.truthandaction.org,1573,2018-07-07,Uncategorized,2000,0.7865,July,23.595,91.0
1387,Obama's Economic Advisor Admits Ordinary Americans Are Winning Under Trump,https://yournewswire.com/obama-economic-advisor-americans-trump/,yournewswire.com,1567,2018-08-07,Baxter Dmitry,1969,0.7958354494667343,August,23.87506348400203,74.0
1388,Reaganomics Architect Warns of Impending White Genocide,http://www.truthandaction.org/reaganomics-architect-warns-of-impending-white-genocide/,www.truthandaction.org,1565,2018-01-10,Uncategorized,2178,0.7185491276400368,January,21.556473829201103,55.0
1389,Judge Orders Pope Francis' Treasurer To Stand Trial On Pedophilia Charges,https://yournewswire.com/judge-pope-francis-treasurer-trial/,yournewswire.com,1562,2018-05-01,Baxter Dmitry,2067,0.7556845670053217,May,22.67053701015965,73.0
1390,Colin Kaepernick Left Stranded After Private Jet Pilot 'Takes A Knee',https://worstpot.us/ever/colin-kaepernick-left-stranded-after-private-jet-pilot-takes-a-knee/,worstpot.us,1560,2018-09-12,Beth Palmer,1933,0.8070356958096223,September,24.21107087428867,69.0
1391,French Revolution: 'State Of Emergency' As Citizens Reject Globalism,https://newspunch.com/french-revolution-macron-state-emegency-citizens-reject-globalism/,newspunch.com,1559,2018-12-02,Sean Adl-tabatabai,1852,0.841792656587473,December,25.25377969762419,68.0
1392,Adam Schiff: We Can't Release FISA Memo Because Americans Won't Understand It,http://www.truthandaction.org/adam-schiff-we-cant-release-fisa-memo-because-americans-wont-understand-it/,www.truthandaction.org,1559,2018-01-24,Uncategorized,2164,0.7204251386321626,January,21.61275415896488,77.0
1393,French Revolution: 'State Of Emergency' As Citizens Reject Globalism,https://newspunch.com/french-revolution-macron-state-emegency-citizens-reject-globalism/,newspunch.com,1559,2018-12-02,Sean Adl-tabatabai,1852,0.841792656587473,December,25.25377969762419,68.0
1394,Trump Awards Himself the Presidential Medal of Freedom,http://realnewsrightnow.com/2018/08/trump-awards-himself-the-presidential-medal-of-freedom/,realnewsrightnow.com,1557,2018-08-12,R. Hobbus J.d.,1964,0.7927698574338086,August,23.783095723014256,54.0
1395,English man buys England flag with ‘England’ on it in case you don’t realise he is from England,https://uokhun.uk/2018/11/10/english-man-buys-england-flag-with-england-on-it-in-case-you-dont-realise-he-is-from-england/,uokhun.uk,1556,2018-11-10,Uncategorized,1874,0.8303094983991463,November,24.909284951974385,95.0
1396,British Royal Family In 'Crisis Mode' As Meghan Markle Nude Pics Break Internet,https://yournewswire.com/royal-family-crisis-markle-pics/,yournewswire.com,1555,2017-12-30,Baxter Dmitry,2189,0.7103700319780721,December,21.311100959342166,79.0
1397,Lesbian Couple Kicked Out Of Uber For Saying Fornite Is Better Than PUBG,https://www.8shit.net/lesbian-couple-kicked-out-of-uber-for-saying-fornite-is-better-than-pubg/,www.8shit.net,1551,2018-06-16,I'm Luis! ^-^ (@zerquix18),2021,0.7674418604651163,June,23.02325581395349,72.0
1398,Notorious Pedophile ‘Crucified’ by Vigilante Gang as Warning to Child Abusers,http://www.vtamedia.com/2018/04/06/notorious122145/,www.vtamedia.com,1547,2018-04-06,Uncategorized,2092,0.7394837476099426,April,22.18451242829828,77.0
1399,An american young man got so drunk and he woke up in North Korea,https://thereisnews.com/an-american-young-man-got-so-drunk-and-he-woke-up-in-north-korea/,thereisnews.com,1545,2018-10-10,Fabiola,1905,0.8110236220472441,October,24.330708661417322,64.0
1400,Co-Op praised for Brexit-friendly ice cubes made without foreign muck,https://uokhun.uk/2018/11/06/co-op-praised-for-brexit-friendly-ice-cubes-made-without-foreign-muck/,uokhun.uk,1544,2018-11-06,Uncategorized,1878,0.8221512247071352,November,24.664536741214057,69.0
1401,HORROR as passenger jet narrowly misses the moon,https://uokhun.uk/2018/10/16/horror-as-passenger-jet-narrowly-misses-the-moon/,uokhun.uk,1543,2018-10-16,Uncategorized,1899,0.8125329120589784,October,24.375987361769354,48.0
1402,Class mascot just wants to spend one weekend on the fucking piss,https://uokhun.uk/2018/11/09/class-mascot-just-wants-to-spend-one-weekend-on-the-fucking-piss/,uokhun.uk,1535,2018-11-09,Uncategorized,1875,0.8186666666666667,November,24.56,64.0
1403,Green Day Singer To Trump-Supporting Fans: 'F*ck Off & Don't Listen to My Music',http://www.neonnettle.com/features/1300-green-day-singer-to-trump-supporting-fans-f-ck-off-don-t-listen-to-my-music-,www.neonnettle.com,1527,2018-01-03,Neon Nettle,2185,0.6988558352402746,January,20.96567505720824,80.0
1404,UPDATE: Sasha Obama's Racist Anti-White Rant Just Got Her Expelled,https://worstpot.us/ever/update-sasha-obamas-racist-anti-white-rant-just-got-her-expelled/,worstpot.us,1527,2018-09-02,Beth Palmer,1943,0.7858980957282553,September,23.57694287184766,66.0
1405,Liverpool FC defends decision to sell Harold Shipman keyring in club shop,https://uokhun.uk/2018/10/08/liverpool-fc-defends-decision-to-sell-harold-shipman-keyring-in-club-shop/,uokhun.uk,1526,2018-10-08,Uncategorized,1907,0.800209753539591,October,24.006292606187728,73.0
1406,"BREAKING : Sarah Huckabee Sanders Steps Down As Press Secretary. ""Too Much Hate.""",https://trumpbetrayed.us/all/breaking-sarah-huckabee-sanders-steps-down-as-press-secretary-too-much-hate/,trumpbetrayed.us,1524,2018-09-05,Fallis Gunnington,1940,0.7855670103092783,September,23.56701030927835,81.0
1409,Pope Francis: Church Has Moral Duty To Protect Pedophiles Who Confess,https://yournewswire.com/pope-francis-church-protect-pedophiles-confess/,yournewswire.com,1523,2018-06-16,Sean Adl-tabatabai,2021,0.7535873330034636,June,22.60761999010391,69.0
1407,Dwarf Man Handed Coloring Book And Crayons By Waitress While On A Date With Fiancee,https://www.8shit.net/dwarf-man-handed-coloring-book-and-crayons-by-waitress-while-on-a-date-with-fiancee/,www.8shit.net,1523,2018-05-14,I'm Luis! ^-^ (@zerquix18),2054,0.7414800389483934,May,22.2444011684518,83.0
1408,New Attorney General William Barr: 'Clintons Should Be Investigated',https://newspunch.com/attorney-general-barr-clintons-investigated/,newspunch.com,1523,2018-12-09,Baxter Dmitry,1845,0.8254742547425474,December,24.764227642276424,68.0
1412,Elite Pedophiles Put On Notice - Trump Vows To End 'Evil' Human Trafficking,https://yournewswire.com/pedophiles-trump-evil-human/,yournewswire.com,1522,2017-12-30,Baxter Dmitry,2189,0.6952946550936501,December,20.8588396528095,75.0
1411,Hollywood Renegades: 13 Pro-Trump Celebs,http://www.truthandaction.org/hollywood-renegades-13-pro-trump-celebs/,www.truthandaction.org,1522,2018-03-20,Uncategorized,2109,0.7216690374585112,March,21.650071123755335,40.0
1410,Madonna de visita ao Pinhal Novo,http://www.cnoticias.net/5a7104730cc18/madonna-de-visita-ao-pinhal-novo.html,www.cnoticias.net,1522,2018-02-08,Cnoticias.net,2149,0.708236389018148,February,21.24709167054444,32.0
1413,Woman devastated after managing to buy Spice Girls concert tickets,https://uokhun.uk/2018/11/10/woman-devastated-after-managing-to-buy-spice-girls-concert-tickets/,uokhun.uk,1521,2018-11-10,Uncategorized,1874,0.811632870864461,November,24.34898612593383,66.0
1414,Migrant Mother: Soros-Funded Group Forced Me To Storm US Border,https://newspunch.com/migrant-mother-soros-group-forced-me-storm-us-border/,newspunch.com,1520,2018-11-30,Sean Adl-tabatabai,1854,0.819848975188781,November,24.59546925566343,63.0
1415,Migrant Mother: Soros-Funded Group Forced Me To Storm US Border,https://newspunch.com/migrant-mother-soros-group-forced-me-storm-us-border/,newspunch.com,1520,2018-11-30,Sean Adl-tabatabai,1854,0.819848975188781,November,24.59546925566343,63.0
1416,"Ex-Secret Service Agent Files Lawsuit Against Clintons, Soros and Podesta",http://www.neonnettle.com/features/1405-ex-secret-service-agent-files-lawsuit-against-clintons-soros-and-podesta,www.neonnettle.com,1517,2018-06-21,Neon Nettle,2016,0.7524801587301587,June,22.57440476190476,73.0
1417,Investigation launched after school staff refer to kids as LITTLE SH*TS in text message,https://uokhun.uk/2018/10/03/investigation-launched-after-school-staff-refer-to-kids-as-little-shts-in-text-message/,uokhun.uk,1517,2018-10-03,Uncategorized,1912,0.7934100418410042,October,23.802301255230127,87.0
1418,"Man In Court Denies Committing Crime Saying ""Yesn't""; Gets 30 Years",https://www.8shit.net/man-in-court-denies-committing-crime-saying-yesnt-gets-30-years/,www.8shit.net,1513,2018-05-18,I'm Luis! ^-^ (@zerquix18),2050,0.7380487804878049,May,22.14146341463415,67.0
1419,Insider: Anthony Bourdain Was Murdered By Hollywood Elites,http://www.neonnettle.com/features/1388-insider-anthony-bourdain-was-murdered-by-hollywood-elites,www.neonnettle.com,1509,2018-06-12,Neon Nettle,2025,0.7451851851851852,June,22.355555555555554,58.0
1420,George Soros: Trump is Single-Handedly Destroying My Plan for This World,http://www.neonnettle.com/news/4326-george-soros-trump-is-single-handedly-destroying-my-plan-for-this-world,www.neonnettle.com,1505,2018-06-18,Neon Nettle,2019,0.745418524021793,June,22.36255572065379,72.0
1421,BREAKING: Melania Trump Just Voted 'Most Admired Woman In The World',https://worstpot.us/ever/breaking-melania-trump-just-voted-most-admired-woman-in-the-world/,worstpot.us,1504,2018-08-30,Flagg Eagleton,1946,0.7728674203494348,August,23.186022610483043,68.0
1422,North Korea Threatens to Release Classified Info on American Moon Landings,http://www.neonnettle.com/news/3509-north-korea-threatens-to-release-classified-info-on-american-moon-landings,www.neonnettle.com,1498,2018-01-02,Neon Nettle,2186,0.6852698993595608,January,20.55809698078683,74.0
1423,Surgeon stops heart surgery to ask Facebook Mums group for advice about blocked artery,https://uokhun.uk/2018/11/20/surgeon-stops-heart-surgery-to-ask-facebook-mums-group-for-advice-about-blocked-artery/,uokhun.uk,1497,2018-11-20,Uncategorized,1864,0.8031115879828327,November,24.09334763948498,86.0
1424,Eric Schneiderman Helped NXIVM Sell Child Sex Slaves To The Clintons,https://yournewswire.com/eric-schneiderman-nxivm-child-sex-slaves-clintons/,yournewswire.com,1496,2018-05-08,Sean Adl-tabatabai,2060,0.7262135922330097,May,21.78640776699029,68.0
1425,Putin Calls Out George Soros For Meddling In US Elections,https://yournewswire.com/putin-calls-out-george-soros-for-meddling-in-us-elections/,yournewswire.com,1496,2018-07-17,Niamh Harris,1990,0.7517587939698492,July,22.55276381909548,57.0
1426,Obama: I Want to Create One Million Young Barack Obamas,http://www.truthandaction.org/obama-i-want-to-create-one-million-young-barack-obamas/,www.truthandaction.org,1495,2018-03-28,Uncategorized,2101,0.7115659209900047,March,21.34697762970014,55.0
1427,"""Explosive"" and ""Shocking"" FISA Memo Set to Rock DC",http://www.truthandaction.org/explosive-and-shocking-fisa-memo-set-to-rock-dc/,www.truthandaction.org,1494,2018-01-19,Uncategorized,2169,0.6887966804979253,January,20.66390041493776,51.0
1430,Norfolk man confused about why Beckham only getting to first base with daughter,https://uokhun.uk/2018/11/29/norfolk-man-confused-about-why-beckham-only-getting-to-first-base-with-daughter/,uokhun.uk,1492,2018-11-29,Uncategorized,1855,0.8043126684636118,November,24.129380053908356,79.0
1429,BREAKING: Barack and Michelle Obama Are Suing The Federal Government For 'Unpaid Wages',https://trumpbetrayed.us/all/breaking-barack-and-michelle-obama-are-suing-the-federal-government-for-unpaid-wages/,trumpbetrayed.us,1492,2018-08-31,Flagg Eagleton,1945,0.7670951156812339,August,23.01285347043702,87.0
1428,Florida Man Kidnaps Scientist To Make His Dog Inmortal,https://www.8shit.net/florida-man-kidnaps-scientist-to-make-his-dog-inmortal/,www.8shit.net,1492,2018-05-26,I'm Luis! ^-^ (@zerquix18),2042,0.7306562193927522,May,21.919686581782567,54.0
1431,Gender Reveal reveals parents are both massive twats,https://uokhun.uk/2018/11/01/gender-reveal-reveals-parents-are-both-massive-twats/,uokhun.uk,1487,2018-11-01,Uncategorized,1883,0.7896972915560276,November,23.69091874668083,52.0
1432,Top 5 People We Wish Were Dissolved By Thanos,https://www.huzlers.com/top-5-people-we-wish-were-dissolved-by-thanos/,www.huzlers.com,1484,2018-05-08,David Martinez,2060,0.7203883495145631,May,21.611650485436893,45.0
1433,Stop checking in at A&E without an explanation you ATTENTION-SEEKING TWATS,https://uokhun.uk/2018/09/30/stop-checking-in-at-ae-without-an-explanation-you-attention-seeking-twats5/,uokhun.uk,1482,2018-09-30,Uncategorized,1915,0.7738903394255875,September,23.216710182767624,74.0
1434,La Salle dethrones Ateneo to become Last Place in UAAP CDC 2018,http://www.react365.com/5bf041b545d29/la-salle-dethrones-ateneo-to-become-last-place-in-uaap-cdc-2018.html,www.react365.com,1480,2018-11-17,React365.com,1867,0.7927155865024103,November,23.781467595072307,63.0
1435,ISIS claims responsibility for Katie Hopkins,https://uokhun.uk/2018/11/16/isis-claims-responsibility-for-katie-hopkins/,uokhun.uk,1480,2018-11-16,Uncategorized,1868,0.7922912205567452,November,23.768736616702355,44.0
1436,Indian Villagers Worshiping Newly Built Toilets Instead Of Using Them,https://www.8shit.net/indian-villagers-worshiping-newly-built-toilets-instead-of-using-them/,www.8shit.net,1479,2018-06-07,I'm Luis! ^-^ (@zerquix18),2030,0.7285714285714285,June,21.857142857142854,69.0
1437,California Gov. Jerry Brown Legalizes Sex Changes for 12-Year-Olds,https://yournewswire.com/california-legalizes-sex-changes/,yournewswire.com,1477,2018-09-26,Baxter Dmitry,1919,0.7696717040125065,September,23.090151120375193,66.0
1438,Load of random shit chucked in box suddenly becomes ‘hamper’,https://uokhun.uk/2018/11/26/load-of-random-shit-chucked-in-box-suddenly-becomes-hamper/,uokhun.uk,1476,2018-11-26,Uncategorized,1858,0.7944025834230355,November,23.832077502691067,60.0
1439,Coke lorry to tour London and Essex in December,https://uokhun.uk/2018/10/30/coke-lorry-to-tour-london-and-essex-in-december/,uokhun.uk,1473,2018-10-30,Uncategorized,1885,0.7814323607427056,October,23.442970822281165,47.0
1440,Muslim Mayor Khan Sees Violent Crime Statistics Skyrocket Under His Leadership,http://www.truthandaction.org/muslim-mayor-khan-sees-violent-crime-statistics-skyrocket-under-his-leadership/,www.truthandaction.org,1472,2018-01-06,Uncategorized,2182,0.6746104491292392,January,20.238313473877177,78.0
1441,Government stockpiling Wotsits and Tango after medicinal cannabis ban is lifted,https://uokhun.uk/2018/10/11/government-stockpiling-wotsits-and-tango-after-medicinal-cannabis-ban-is-lifted/,uokhun.uk,1471,2018-10-11,Uncategorized,1904,0.7725840336134454,October,23.17752100840336,79.0
1442,Here’s Everything You Need To Know About Facebook Buy And Sell Groups,https://uokhun.uk/2018/10/21/heres-everything-you-need-to-know-about-facebook-buy-and-sell-groups/,uokhun.uk,1469,2018-10-21,Uncategorized,1894,0.7756071805702217,October,23.268215417106653,69.0
1443,Broward County Sheriff Fired For Lying About Parkland Shooting,http://www.neonnettle.com/news/4467-broward-county-sheriff-fired-for-lying-about-parkland-shooting,www.neonnettle.com,1466,2018-07-06,Neon Nettle,2001,0.7326336831584208,July,21.97901049475262,62.0
1444,Liberal California Now Officially Home to Some of the 'Filthiest Slums' on Earth,https://neonnettle.com/news/5465-liberal-california-now-officially-home-to-some-of-the-filthiest-slums-on-earth,neonnettle.com,1465,2018-10-26,Jay Greenberg,1889,0.7755426151402859,October,23.266278454208575,80.0
1445,Top Bishop: George Soros Pays Catholic Church Officials to Promote EU Migration,http://www.neonnettle.com/news/4485-top-bishop-george-soros-pays-catholic-church-officials-to-promote-eu-migration,www.neonnettle.com,1463,2018-07-09,Neon Nettle,1998,0.7322322322322322,July,21.966966966966968,79.0
1447,Smallville Actress Facing 15 Years for 'Supplying' Hollywood Pedophiles,http://www.neonnettle.com/news/4108-smallville-actress-facing-15-years-for-supplying-hollywood-pedophiles,www.neonnettle.com,1457,2018-04-28,Neon Nettle,2070,0.7038647342995169,April,21.115942028985508,71.0
1446,Vatican Officials Blow Whistle on 'Satanic Ritual Pedophilia' in Catholic Church,http://www.neonnettle.com/features/1433-vatican-officials-blow-whistle-on-satanic-ritual-pedophilia-in-catholic-church,www.neonnettle.com,1457,2018-07-05,Neon Nettle,2002,0.7277722277722277,July,21.833166833166832,80.0
1448,Facebook Mummy groups. Where spelling and grammar go to die.,https://uokhun.uk/2018/10/08/facebook-mummy-groups-where-spelling-and-grammar-go-to-die/,uokhun.uk,1455,2018-10-08,Uncategorized,1907,0.7629785002621919,October,22.889355007865756,60.0
1449,"Young Girl Kidnapped, Father Killed, After Exposing Gov't Pedophile Ring",https://yournewswire.com/girl-kidnapped-father-killed-govt-pedophile-ring/,yournewswire.com,1447,2018-03-09,Sean Adl-tabatabai,2120,0.6825471698113208,March,20.47641509433962,72.0
1450,Man pledges £1000 to Children In Need if they all just fuck off,https://uokhun.uk/2018/11/12/man-pledges-1000-to-children-in-need-if-they-all-just-fuck-off/,uokhun.uk,1444,2018-11-12,Uncategorized,1872,0.7713675213675214,November,23.141025641025642,63.0
1451,"Pedophile Gang Members Found Guilty of Raping Child, Set Free by Judge",http://www.neonnettle.com/sphere/563-pedophile-gang-members-found-guilty-of-raping-child-set-free-by-judge,www.neonnettle.com,1442,2018-06-27,Neon Nettle,2010,0.7174129353233831,June,21.52238805970149,70.0
1452,UPDATE: Chris Kyle's Widow Has Two Words For Barack Obama,https://worstpot.us/ever/chris-kyle-was-a-racist-piece-of-trash/,worstpot.us,1438,2018-09-08,Beth Palmer,1937,0.7423851316468766,September,22.2715539494063,57.0
1453,Islamophobes lose their sh*t as they realise London’s Gherkin is based on woman in a burka,https://uokhun.uk/2018/09/30/islamophobes-lose-their-sht-as-they-realise-londons-gherkin-is-based-on-woman-in-a-burka/,uokhun.uk,1438,2018-09-30,Uncategorized,1915,0.7509138381201045,September,22.527415143603132,90.0
1454,Team Of Mother Scientists Finally Developed A Pause Button For Any Online Game,https://www.8shit.net/team-mother-scientists-finally-developed-pause-button-online-game/,www.8shit.net,1437,2018-02-17,I'm Luis! ^-^ (@zerquix18),2140,0.6714953271028037,February,20.144859813084114,78.0
1455,Trump Diverts Obama Library Funding to Veteran’s Administration,https://bebest.website/bamabait/,bebest.website,1435,2018-11-24,Fallis Gunnington,1860,0.771505376344086,November,23.14516129032258,63.0
