,title,url,site_name,fb_engagement,published_date,category,elapsed_days,engagement_per_day,month_published,engagement_per_month,title_length
1034,WSJ: The FBI Planted a Mole Inside the Trump Campaign,http://www.truthandaction.org/wsj-fbi-planted-mole-inside-trump-campaign/,www.truthandaction.org,2692,2018-05-11,Uncategorized,2057,1.3087019931939718,May,39.26105979581916,53.0
1035,"Mr. T Passes Away, Leaves $4.5 Million To The Trump Foundation - And A Letter",https://worstpot.us/ever/mr-t-passes-away-leaves-4-5-million-to-the-trump-foundation-and-a-letter/,worstpot.us,2686,2018-09-01,Beth Palmer,1944,1.381687242798354,September,41.45061728395062,77.0
1036,Arkansas Grand Jury Convened To Indict Bill and Hillary Clinton,https://yournewswire.com/arkansas-grand-jury-clinton/,yournewswire.com,2682,2018-01-13,Baxter Dmitry,2175,1.233103448275862,January,36.99310344827586,63.0
1037,"Emmanuel Macron Grants Asylum To ISIS leader who Slaughtered 1,700 soldiers",http://www.neonnettle.com/news/4314-emmanuel-macron-grants-asylum-to-isis-leader-who-slaughtered-1-700-soldiers,www.neonnettle.com,2680,2018-06-15,Neon Nettle,2022,1.3254203758654797,June,39.76261127596439,75.0
1038,President Trump Awarded Nobbel Peace Prize!,https://potatriotpost.us/president-trump-awarded-nobbel-peace-prize/,potatriotpost.us,2678,2018-07-01,Fallis Gunnington,2006,1.3349950149551346,July,40.04985044865404,43.0
1039,Elderly gentleman on sign fed up with wife’s hand up his arse,https://uokhun.uk/2018/10/05/elderly-gentleman-on-sign-fed-up-with-wifes-hand-up-his-arse/,uokhun.uk,2674,2018-10-05,Uncategorized,1910,1.4,October,42.0,61.0
1040,Sir Timothy Sean Connery - 1921-2018 - A Trump Supporter And A Friend,https://trumpbetrayed.us/all/sir-timothy-sean-connery-1921-2018-a-trump-supporter-and-a-friend/,trumpbetrayed.us,2673,2018-08-31,Flagg Eagleton,1945,1.3742930591259641,August,41.22879177377892,69.0
1041,Fortnite Creator Admits The Game’s Purpose Is To Prepare Young Men For War,https://www.huzlers.com/fortnite-creator-admits-the-games-purpose-is-to-prepare-young-men-for-war/,www.huzlers.com,2672,2018-04-19,David Martinez,2079,1.2852332852332853,April,38.55699855699856,74.0
1042,Manhattan Chef Who Served Donald Trump 'Sperm Burger' Fired From Job,https://yournewswire.com/manhattan-chef-trump-sperm/,yournewswire.com,2668,2017-12-20,Baxter Dmitry,2199,1.2132787630741246,December,36.39836289222374,68.0
1043,Congress Demand 'Explosive' FISA Info Be Made Public,https://newspunch.com/congress-fisa-public/,newspunch.com,2657,2018-01-18,John White,2170,1.2244239631336407,January,36.73271889400922,52.0
1044,Congress Demand 'Explosive' FISA Info Be Made Public,https://newspunch.com/congress-fisa-public/,newspunch.com,2657,2018-01-18,John White,2170,1.2244239631336407,January,36.73271889400922,52.0
1045,Church of Satan Booms in Popularity Following Celebrity Endorsements,http://www.neonnettle.com/news/3531-church-of-satan-booms-in-popularity-following-celebrity-endorsements,www.neonnettle.com,2655,2018-01-04,Neon Nettle,2184,1.2156593406593406,January,36.46978021978022,68.0
1046,"NYT's New Editor: ""Kill All the Men"", ""F*ck the Police""",http://www.truthandaction.org/nyts-new-editor-kill-all-the-men-fck-the-police/,www.truthandaction.org,2653,2018-08-04,Uncategorized,1972,1.3453346855983772,August,40.360040567951316,55.0
1047,(WATCH) Oslo Police Declare “We Have Lost the City”…Islam Has Taken Over,http://www.vtamedia.com/2018/04/16/oslo-police-declare-we-have-lost-the-cityislam-has-taken-over/,www.vtamedia.com,2629,2018-04-17,Uncategorized,2081,1.2633349351273426,April,37.900048053820285,72.0
1048,Report: STAGGERING Number of Non-Citizens Registered to Vote in Pennsylvania,http://www.truthandaction.org/report-staggering-number-of-non-citizens-registered-to-vote-in-pennsylvania/,www.truthandaction.org,2615,2018-03-01,Uncategorized,2128,1.2288533834586466,March,36.86560150375939,76.0
1049,Scientist Jailed After Discovering Deadly Viruses Are Delivered Via Vaccines,https://newspunch.com/scientist-jailed-virus-delivered-through-vaccines/,newspunch.com,2605,2018-11-11,Sean Adl-tabatabai,1873,1.390816871329418,November,41.72450613988254,76.0
1050,"Poll Names Kanye, Diamond & Silk Trump Supporters’ Favorite Black People - The Business Standard News",https://bizstandardnews.com/2018/05/12/poll-kanye-diamond-silk-named-as-trump-supporters-favorite-black-people/,bizstandardnews.com,2605,2018-05-12,Blake Edmunds,2056,1.2670233463035019,May,38.01070038910506,101.0
1051,Scientist Jailed After Discovering Deadly Viruses Are Delivered Via Vaccines,https://newspunch.com/scientist-jailed-virus-delivered-through-vaccines/,newspunch.com,2605,2018-11-11,Sean Adl-tabatabai,1873,1.390816871329418,November,41.72450613988254,76.0
1052,Man who had woman’s brain transplanted has five car crashes in two weeks,https://worldnewsdailyreport.com/brain-transplant-car-crashes/,worldnewsdailyreport.com,2596,2018-11-29,Uncategorized,1855,1.3994609164420486,November,41.98382749326145,72.0
1053,President Trump Issues Opposite-Of-Pardon For Hillary!,https://potatriotpost.us/president-trump-issues-opposite-of-pardon-for-hillary/,potatriotpost.us,2594,2018-07-01,Fallis Gunnington,2006,1.2931206380857427,July,38.79361914257229,54.0
1054,Trump Signs Executive Order To Arrest Traitorous 'Deep State' Officials,https://yournewswire.com/trump-executive-order-arrest-deep-state/,yournewswire.com,2592,2018-03-14,Sean Adl-tabatabai,2115,1.225531914893617,March,36.765957446808514,71.0
1055,Trump Looking Forward To Knighthood From The Queen,https://www.burrardstreetjournal.com/trump-looking-forward-to-knighthood-from-the-queen/,www.burrardstreetjournal.com,2588,2018-07-12,The Burrard Street Journal,1995,1.2972431077694235,July,38.91729323308271,50.0
1056,National Grocer Chain To Take On Waverly,http://www.react365.com/5a82412b027f9/national-grocer-chain-to-take-on-waverly.html,www.react365.com,2586,2018-02-16,React365.com,2141,1.2078468005604857,February,36.23540401681458,40.0
1057,Girl confirms end of Facebook rant with ‘rant over’,https://uokhun.uk/2018/11/08/girl-confirms-end-of-facebook-rant-with-rant-over/,uokhun.uk,2586,2018-11-08,Uncategorized,1876,1.3784648187633262,November,41.35394456289979,51.0
1058,BREAKING: Tom Brady Dedicates His Final Season To President Trump,https://trumpbetrayed.us/all/breaking-tom-brady-has-a-message-for-liberals-as-new-season-kicks-off/,trumpbetrayed.us,2577,2018-09-09,Beth Palmer,1936,1.3310950413223142,September,39.932851239669425,65.0
1059,Hallado frente a las costas de Fuengirola galeón siglo XVIII,http://www.12minutos.com/5b83ecbb25b78/hallado-frente-a-las-costas-de-fuengirola-galeon-siglo-xviii.html,www.12minutos.com,2564,2018-08-28,12minutos.com,1948,1.3162217659137576,August,39.48665297741273,60.0
1060,‘Sexuality Expert’: Parents Should Ask Babies' Permission for Diaper Changes,http://www.truthandaction.org/sexuality-expert-parents-should-ask-babies-permission-for-diaper-changes/,www.truthandaction.org,2562,2018-05-11,Uncategorized,2057,1.2455031599416626,May,37.36509479824988,76.0
1061,Man Creates Tinder-like Dating App Where He’s The Only Guy Available,https://www.8shit.net/man-creates-tinder-like-dating-app-hes-guy-available/,www.8shit.net,2554,2018-02-09,I'm Luis! ^-^ (@zerquix18),2148,1.1890130353817505,February,35.67039106145252,68.0
1062,"Inspector General to Declare FBI, DOJ Broke Law in Clinton Email Probe",http://www.truthandaction.org/inspector-general-to-declare-fbi-doj-broke-law-in-clinton-email-probe/,www.truthandaction.org,2542,2018-05-18,Uncategorized,2050,1.24,May,37.2,70.0
1063,Lip kissing your daughter is only weird if you are a hysterical whackjob who thinks everyone’s a paedo,https://uokhun.uk/2018/11/28/lip-kissing-your-daughter-is-only-weird-if-you-are-a-hysterical-whackjob-who-thinks-everyones-a-paedo/,uokhun.uk,2542,2018-11-28,Uncategorized,1856,1.3696120689655173,November,41.088362068965516,102.0
1064,Bill Gates Develops Slow Release 'Super Vaccine',https://yournewswire.com/bill-gates-slow-release-super-vaccine/,yournewswire.com,2536,2017-12-27,Sean Adl-tabatabai,2192,1.1569343065693432,December,34.70802919708029,48.0
1065,Senator Feinstein Refuses To Accept FBI Findings On Kavanaugh,https://newspunch.com/senator-feinstein-refuses-fbi-findings-kavanaugh/,newspunch.com,2535,2018-10-04,Sean Adl-tabatabai,1911,1.3265306122448979,October,39.795918367346935,61.0
1066,Senator Feinstein Refuses To Accept FBI Findings On Kavanaugh,https://newspunch.com/senator-feinstein-refuses-fbi-findings-kavanaugh/,newspunch.com,2535,2018-10-04,Sean Adl-tabatabai,1911,1.3265306122448979,October,39.795918367346935,61.0
1067,INVESTIGACIONES PRELIMINARES SEÑALARÍAN A GUSTAVO PETRO COMO ABUSADOR DE CLAUDIA MORALES: FISCALÍA,http://www.12minutos.com/5a6b4882f1928/investigaciones-preliminares-senalarian-a-gustavo-petro-como-abusador-de-claudia-morales-fiscalia.html,www.12minutos.com,2534,2018-01-26,12minutos.com,2162,1.172062904717854,January,35.161887141535615,98.0
1068,Equality minister unveils new Union Jack that reflects Britain’s diversity,https://uokhun.uk/2018/10/05/equality-minister-unveils-new-union-jack-that-reflects-britains-diversity/,uokhun.uk,2528,2018-10-05,Uncategorized,1910,1.3235602094240837,October,39.70680628272252,74.0
1069,She Couldn't Hold It In: Drug Mule Arrested After Diarrhea incident In Middle Of Airport Cocaine All Over The Floor,https://www.huzlers.com/she-couldnt-hold-it-in-drug-mule-arrested-after-diarrhea-incident-in-middle-of-airport-cocaine-all-over-the-floor/,www.huzlers.com,2524,2018-06-24,The Pharoah,2013,1.2538499751614505,June,37.61549925484352,115.0
1070,Young Man Arrested For Running Like Naruto,https://www.8shit.net/young-man-arrested-for-running-like-naruto/,www.8shit.net,2521,2018-05-14,I'm Luis! ^-^ (@zerquix18),2054,1.2273612463485881,May,36.82083739045764,42.0
1071,Mum breastfeeding in Costa with her tit out devastated after nobody notices her,https://uokhun.uk/2018/10/31/mum-breastfeeding-in-costa-with-her-tit-out-devastated-after-nobody-notices-her/,uokhun.uk,2513,2018-10-31,Uncategorized,1884,1.3338641188959661,October,40.01592356687898,79.0
1072,European Union Blocks UK From Extraditing ISIS Killers To U.S.,https://yournewswire.com/european-union-blocks-uk-extraditing-isis/,yournewswire.com,2508,2018-07-30,Sean Adl-tabatabai,1977,1.2685887708649468,July,38.0576631259484,62.0
1073,Fue una mala Broma : 5b15a2b803d2e,http://www.12minutos.com/5b15a2b803d2e/diputada-manuela-mutti-del-mpp-tiene-tres-estancias.html,www.12minutos.com,2501,2018-06-21,12minutos.com,2016,1.2405753968253967,June,37.217261904761905,34.0
1074,Bulgaira becomes the first European nation to shoot a muslim ‘refugee’ dead for trying to enter its borders,http://www.vtamedia.com/2018/03/31/bulgaira-becomes-the-first-european-nation-to-shoot-a-muslim-refugee-dead-for-trying-to-enter-its-borders/,www.vtamedia.com,2499,2018-03-31,Uncategorized,2098,1.1911344137273594,March,35.73403241182078,107.0
27,Beloved Actor And Back To The Future Star Michael J. Fox has died at the age of 57,http://www.yahoonews-us.com/2018/08/04/beloved-actor-and-back-to-the-future-star-michael-j-fox-has-died-at-the-age-of-57/,www.yahoonews-us.com,2490,2018-08-05,Uncategorized,1971,1.2633181126331812,August,37.89954337899543,82.0
1075,"Israel: ""If Putin Wants To Survive, He better Do What Israel Tells Him""",https://yournewswire.com/israel-threaten-putin/,yournewswire.com,2486,2018-01-27,Sean Adl-tabatabai,2161,1.1503933364183248,January,34.51180009254975,71.0
1076,BREAKING: Clinton Foundation Cargo Ship Raided At Port Of Baltimore Reveals Sick Secret,http://www.vtamedia.com/2018/04/16/breaking-clinton-foundation-cargo-ship-raided-at-port-of-baltimore-reveals-sick-secret/,www.vtamedia.com,2485,2018-04-16,Uncategorized,2082,1.1935638808837656,April,35.80691642651296,87.0
1077,4/20 Tragedy: 3rd Person 28 Year-Old Man Overdoses From Marijuana,https://www.huzlers.com/4-20-tragedy-3rd-person-28-year-old-man-overdoses-from-marijuana/,www.huzlers.com,2479,2018-04-20,The Pharoah,2078,1.1929740134744946,April,35.78922040423484,65.0
1078,He leaves a party drunk and calls a taxi forgetting the party was at his house,https://thereisnews.com/he-leaves-a-party-drunk-and-calls-a-taxi-forgetting-the-party-was-at-his-house9999/,thereisnews.com,2479,2018-09-02,Fabiola,1943,1.2758620689655173,September,38.275862068965516,78.0
1079,Walnut Whips BANNED as the name encourages sexual violence against men,https://uokhun.uk/2018/10/12/walnut-whips-banned-as-the-name-encourages-sexual-violence-against-men/,uokhun.uk,2474,2018-10-12,Uncategorized,1903,1.3000525486074619,October,39.00157645822386,70.0
1080,Stephen Hawking Died in 1985 - Has Been Replaced With Lookalike,https://yournewswire.com/stephen-hawking-died-1985/,yournewswire.com,2470,2018-01-12,Jacqui Deevoy,2176,1.135110294117647,January,34.05330882352941,63.0
1081,Is He Human: Mark Zuckerberg Loses Contact Lens During Senate Hearing Revealing Horrifying Lizard Eye,https://www.huzlers.com/human-mark-zuckerberg-loses-contact-lens-senate-hearing-revealing-horrifying-lizard-eye/,www.huzlers.com,2467,2018-04-11,The Pharoah,2087,1.1820795400095832,April,35.4623862002875,101.0
1082,"Facebook Announce Trump Ban: ""We Will Deprioritize President's Posts""",https://yournewswire.com/facebook-trump-ban/,yournewswire.com,2466,2018-03-06,Sean Adl-tabatabai,2123,1.16156382477626,March,34.8469147432878,69.0
1084,Former CIA Chief Brennan: Trump Could Be Removed By Force,https://newspunch.com/former-cia-brennan-trump-removed-force/,newspunch.com,2461,2018-11-28,Sean Adl-tabatabai,1856,1.3259698275862069,November,39.779094827586206,57.0
1085,Family in mourning as 23-year-old girl literally dies,https://uokhun.uk/2018/10/06/family-in-mourning-as-23-year-old-girl-from-southend-literally-dies2/,uokhun.uk,2461,2018-10-06,Uncategorized,1909,1.2891566265060241,October,38.674698795180724,53.0
1083,Former CIA Chief Brennan: Trump Could Be Removed By Force,https://newspunch.com/former-cia-brennan-trump-removed-force/,newspunch.com,2461,2018-11-28,Sean Adl-tabatabai,1856,1.3259698275862069,November,39.779094827586206,57.0
1086,Ariana Grande : Morte dans un accident de voiture,http://www.actualite.co/84863/ariana-grande-morte-dans-un-accident-de-voiture.html,www.actualite.co,2459,2018-09-24,Uncategorized,1921,1.280062467464862,September,38.401874023945865,49.0
1087,Judge Spares Pedophile Antifa Leader Prison Term Because 'He's Trying to Change',https://newspunch.com/judge-pedophile-antifa-prison/,newspunch.com,2458,2018-11-20,Baxter Dmitry,1864,1.3186695278969958,November,39.56008583690987,80.0
1088,Judge Spares Pedophile Antifa Leader Prison Term Because 'He's Trying to Change',https://newspunch.com/judge-pedophile-antifa-prison/,newspunch.com,2458,2018-11-20,Baxter Dmitry,1864,1.3186695278969958,November,39.56008583690987,80.0
1089,Source: Bill & Hillary Clinton's 13-City Tour Canceled Due To 'Poor Ticket Sales',https://newspunch.com/bill-hillary-clinton-tour-canceled/,newspunch.com,2456,2018-11-21,Baxter Dmitry,1863,1.3183038110574343,November,39.549114331723025,81.0
1090,Source: Bill & Hillary Clinton's 13-City Tour Canceled Due To 'Poor Ticket Sales',https://newspunch.com/bill-hillary-clinton-tour-canceled/,newspunch.com,2456,2018-11-21,Baxter Dmitry,1863,1.3183038110574343,November,39.549114331723025,81.0
1092,"Soros Push to Lower Voting Age Gains Traction in Washington, D.C",http://www.truthandaction.org/soros-push-to-lower-voting-age-gains-traction-in-washington-d-c/,www.truthandaction.org,2448,2018-04-17,Uncategorized,2081,1.1763575204228736,April,35.29072561268621,64.0
1091,"Man Calls Girlfriend ‘Yanny’ During Sex, Swears He Said ""Laurel""",https://www.8shit.net/man-calls-girlfriend-yanny-during-sex-swears-he-said-laurel/,www.8shit.net,2448,2018-05-18,I'm Luis! ^-^ (@zerquix18),2050,1.1941463414634146,May,35.82439024390244,64.0
1093,Yoga teacher hospitalized after performing blowjob on himself,https://worldnewsdailyreport.com/yoga-teacher-hospitalized-after-performing-blowjob-on-himself/,worldnewsdailyreport.com,2441,2018-12-08,Uncategorized,1846,1.3223185265438786,December,39.66955579631636,61.0
1094,UK's Population Surges Towards 73M As Influx Of EU Migrants Doubles In a Decade,https://neonnettle.com/news/5511-uk-s-population-surges-towards-73m-as-influx-of-eu-migrants-doubles-in-a-decade,neonnettle.com,2438,2018-10-31,Jacky Murphy,1884,1.2940552016985138,October,38.82165605095542,79.0
1095,Kim Jong-un to read CBeebies Bedtime Story,https://uokhun.uk/2018/10/13/kim-jong-un-to-read-cbeebies-bedtime-story/,uokhun.uk,2436,2018-10-13,Uncategorized,1902,1.2807570977917981,October,38.42271293375394,42.0
1096,Man launches court battle to identify as Prince Harry so he can have a go at Meghan Markle,https://uokhun.uk/2018/11/08/man-launches-court-battle-to-identify-as-prince-harry-so-he-can-have-a-go-at-meghan-markle/,uokhun.uk,2428,2018-11-08,Uncategorized,1876,1.2942430703624734,November,38.827292110874204,90.0
1097,"Hurricane Willa Threatens Migrant Caravan: Storm Due to Hit Mexico, Experts Warn",https://neonnettle.com/news/5405-hurricane-willa-threatens-migrant-caravan-storm-due-to-hit-mexico-experts-warn,neonnettle.com,2426,2018-10-21,Jay Greenberg,1894,1.2808870116156283,October,38.42661034846885,80.0
1098,WikiLeaks Bombshell: Obama Ordered CIA To Spy On Marine Le Pen,https://yournewswire.com/wikileaks-obama-cia-spy/,yournewswire.com,2426,2018-05-27,Baxter Dmitry,2041,1.1886330230279274,May,35.658990690837825,62.0
1099,World struggling to decide whether to believe Attenborough or Trump about climate change,https://uokhun.uk/2018/12/03/world-struggling-to-decide-whether-to-believe-attenborough-or-trump-about-climate-change/,uokhun.uk,2423,2018-12-03,Uncategorized,1851,1.309022150189087,December,39.270664505672606,88.0
1100,Woman Ordered To Pay $8.4M Damages For Career-Ending False Rape Claims,https://yournewswire.com/woman-damages-false-rape-accusation/,yournewswire.com,2416,2018-09-24,Baxter Dmitry,1921,1.2576782925559604,September,37.73034877667882,70.0
1101,Teacher Arrested After Threatening to “Execute Every White Man He Gets His Hands On”,http://www.truthandaction.org/teacher-arrested-after-threatening-to-execute-every-white-man-he-gets-his-hands-on/,www.truthandaction.org,2415,2018-04-04,Uncategorized,2094,1.153295128939828,April,34.598853868194844,84.0
1102,Memes Will Be Banned Under New EU Copyright Law,https://www.8shit.net/memes-will-be-banned-under-new-eu-copyright-law/,www.8shit.net,2414,2018-06-09,I'm Luis! ^-^ (@zerquix18),2028,1.190335305719921,June,35.710059171597635,47.0
1103,Family struggling on Universal Credit filled with joy at sight of 22-foot Downing Street Xmas Tree,https://uokhun.uk/2018/12/07/family-struggling-on-universal-credit-filled-with-joy-at-sight-of-22-foot-downing-street-xmas-tree/,uokhun.uk,2412,2018-12-07,Uncategorized,1847,1.3059014618299947,December,39.177043854899836,98.0
1104,BREAKING: Nike Files For Bankruptcy After Failed Kaepernick Campaign,https://worstpot.us/ever/breaking-nike-files-for-bankruptcy-after-failed-kaepernick-campaign/,worstpot.us,2406,2018-09-25,Flagg Eagleton,1920,1.253125,September,37.59375,68.0
1105,Pedophile US Senator Expecting Life in Prison for Child Trafficking as Sentencing Date Announced,http://www.neonnettle.com/sphere/570-pedophile-us-senator-expecting-life-in-prison-for-child-trafficking-as-sentencing-date-announced,www.neonnettle.com,2404,2018-07-10,Neon Nettle,1997,1.2038057085628442,July,36.11417125688533,96.0
1106,Netherlands bans Islamic veils and infuriates Muslims around the world by saying it is “the first step to de-Islamize the Netherlands”,http://www.cvikasdrv.com/2018/08/15/netherlands-bans-islamic-veils-and-infuriates-muslims-around-the-world-by-saying-it-is-the-first-step-to-de-islamize-the-netherlands/,www.cvikasdrv.com,2393,2018-08-15,Admin,1961,1.2202957674655788,August,36.60887302396737,134.0
1107,"SILENCE: Muslim refugee stabs woman 14 times in Minnesota, and not a drop of media coverage came out of it",http://www.cvikasdrv.com/2018/08/19/silence-muslim-refugee-stabs-woman-14-times-in-minnesota-and-not-a-drop-of-media-coverage-came-out-of-it-2/,www.cvikasdrv.com,2387,2018-08-19,Admin,1957,1.2197240674501788,August,36.59172202350536,106.0
1108,BREAKING: Sasha Obama Arrested After Drug 'Incident',https://trumpbetrayed.us/all/breaking-sasha-obama-arrested-after-drug-incident/,trumpbetrayed.us,2386,2018-08-26,Beth Palmer,1950,1.2235897435897436,August,36.707692307692305,52.0
1109,"Carter: Jesus Would Approve of Gay Marriage, Some Abortions",http://www.truthandaction.org/carter-jesus-approve-gay-marriage-abortions/,www.truthandaction.org,2377,2018-07-10,Uncategorized,1997,1.1902854281422133,July,35.7085628442664,59.0
1111,Pope Francis Says Christians Should Visit Mosques And Praise Allah,https://yournewswire.com/pope-francis-christians-mosques-allah/,yournewswire.com,2374,2018-07-06,Baxter Dmitry,2001,1.1864067966016991,July,35.592203898050975,66.0
1110,Putin Vows To Feed Half The World With Non-GMO Organic Food,https://yournewswire.com/putin-feed-world-non-gmo-organic-food/,yournewswire.com,2374,2018-03-14,Sean Adl-tabatabai,2115,1.1224586288416076,March,33.673758865248224,59.0
1112,Brad Pitt: Banning Guns Will Make Schools More Dangerous,https://yournewswire.com/brad-pitt-guns-schools/,yournewswire.com,2371,2018-02-18,Baxter Dmitry,2139,1.1084618980832164,February,33.2538569424965,56.0
1113,"African Health Minister Complains That Condoms Made In China Are ""Too Small""",https://www.8shit.net/african-health-minister-complains-condoms-made-china-small/,www.8shit.net,2369,2018-03-03,I'm Luis! ^-^ (@zerquix18),2126,1.114299153339605,March,33.42897460018815,76.0
1114,This photo of a kind man withdrawing money to feed starving Thai girls will melt your heart,https://uokhun.uk/2018/10/12/this-photo-of-a-kind-man-withdrawing-money-to-feed-starving-thai-girls-will-melt-your-heart/,uokhun.uk,2366,2018-10-12,Uncategorized,1903,1.2433000525486075,October,37.299001576458224,91.0
1115,"BREAKING: FEC Fines Obama $25,000 For 'Politically-Charged' Attacks On Trump",https://trumpbetrayed.us/all/breaking-fec-fines-obama-25000-for-politically-charged-attacks-on-trump/,trumpbetrayed.us,2351,2018-09-10,Beth Palmer,1935,1.214987080103359,September,36.44961240310077,76.0
1116,CDC Study: Black Men Make Better Fathers Than White Men,https://yournewswire.com/cdc-black-men-fathers-white-men/,yournewswire.com,2350,2018-01-05,Sean Adl-tabatabai,2183,1.076500229042602,January,32.295006871278055,55.0
1117,President Who Ushered In ‘New World Order’ Dies,https://newspunch.com/president-new-world-order-dies/,newspunch.com,2348,2018-12-01,Baxter Dmitry,1853,1.2671343766864545,December,38.01403130059363,47.0
1118,President Who Ushered In ‘New World Order’ Dies,https://newspunch.com/president-new-world-order-dies/,newspunch.com,2348,2018-12-01,Baxter Dmitry,1853,1.2671343766864545,December,38.01403130059363,47.0
1119,13 Clinton Scandals Hidden From Us to Keep Hillary Safe,http://www.truthandaction.org/13-clinton-scandals-hidden-us-keep-hillary-safe/,www.truthandaction.org,2342,2018-04-06,Uncategorized,2092,1.1195028680688337,April,33.58508604206501,55.0
1120,400-Pound Woman Is Suing North Carolina Zoo After Escaped Hippo Tried To Rape Her,https://www.huzlers.com/400-pound-woman-is-suing-north-carolina-zoo-after-escaped-hippo-tried-to-rape-her/,www.huzlers.com,2341,2018-09-22,The Pharoah,1923,1.21736869474779,September,36.5210608424337,81.0
1121,Beyonce: 'DNA Tests Reveal I Am Descended From Illuminati Bloodlines',https://yournewswire.com/beyonce-illuminati-bloodlines/,yournewswire.com,2335,2018-01-16,Baxter Dmitry,2172,1.0750460405156537,January,32.251381215469614,69.0
1122,8-Year Old Kid Calls 911 After His Parents Made Too Much Noise During Sex,https://www.8shit.net/8-year-old-kid-calls-911-after-his-parents-made-too-much-noise-during-sex/,www.8shit.net,2334,2018-08-08,I'm Luis! ^-^ (@zerquix18),1968,1.1859756097560976,August,35.57926829268293,73.0
1124,13 Entertainment Icons Who Back Trump,http://www.truthandaction.org/13-entertainment-icons-who-back-trump/,www.truthandaction.org,2333,2018-03-22,Uncategorized,2107,1.1072615092548648,March,33.21784527764594,37.0
1123,Soros-Funded Lawyers Helping Caravan Migrants Gain Entry to the US,https://neonnettle.com/news/5696-soros-funded-lawyers-helping-caravan-migrants-gain-entry-to-the-us,neonnettle.com,2333,2018-11-20,Jay Greenberg,1864,1.2516094420600858,November,37.548283261802574,66.0
1125,ITV reveals all Jeremy Kyle guests are put to sleep after each show,https://uokhun.uk/2018/12/04/itv-reveals-all-jeremy-kyle-guests-are-put-to-sleep-after-each-show/,uokhun.uk,2332,2018-12-09,Uncategorized,1845,1.2639566395663957,December,37.91869918699187,67.0
1126,Jamie Oliver restaurants may close because they are a bit wanky,https://uokhun.uk/2018/11/01/jamie-oliver-restaurants-may-close-because-they-are-a-bit-wanky/,uokhun.uk,2328,2018-11-01,Uncategorized,1883,1.236325013276686,November,37.08975039830059,63.0
1127,Facebook Admits It Is Deleting Accounts Under Orders Of Israeli And U.S. Governments,https://yournewswire.com/facebook-deleting-accounts-israeli-government/,yournewswire.com,2321,2017-12-31,Sean Adl-tabatabai,2188,1.0607861060329067,December,31.8235831809872,84.0
1128,Leaked Memo Reveals Plan To Put Tech Platforms Under Democrat Control,https://yournewswire.com/memo-tech-platforms-democrat-control/,yournewswire.com,2316,2018-08-07,Sean Adl-tabatabai,1969,1.1762315896394109,August,35.28694768918232,69.0
1129,Iran Threatens to Sink U.S. Ships if Trump Kills Nuclear Deal,http://www.truthandaction.org/iran-threatens-to-sink-u-s-ships-if-trump-kills-nuclear-deal/,www.truthandaction.org,2315,2018-04-27,Uncategorized,2071,1.1178174794785127,April,33.534524384355386,61.0
1130,Donald Trump To End School Shootings By Banning Schools,https://www.huzlers.com/donald-trump-to-end-school-shootings-by-banning-schools/,www.huzlers.com,2312,2018-02-24,David Martinez,2133,1.0839193624003751,February,32.51758087201125,55.0
1131,BREAKING: List of fireworks displays discovered on something called ‘Google’,https://uokhun.uk/2018/11/05/breaking-list-of-fireworks-displays-discovered-on-something-called-google/,uokhun.uk,2297,2018-11-05,Uncategorized,1879,1.2224587546567323,November,36.67376263970197,76.0
1132,Giant Alligator Spotted in Neches River near Highway 7 Angelina County - Channel 45 News,https://channel45news.com/2018/09/giant-alligator-spotted-in-neches-river-near-highway-7-angelina-county/,channel45news.com,2296,2018-09-29,Channel24news,1916,1.198329853862213,September,35.94989561586639,88.0
1133,36-Year-Old Woman Sues Parents For $2.3M For Naming Her Herpesia,https://www.huzlers.com/36-year-old-woman-sues-parents-for-2-3m-for-naming-her-herpesia/,www.huzlers.com,2293,2018-05-03,The Pharoah,2065,1.110411622276029,May,33.312348668280876,64.0
1134,"CDC Doctor, Who Said Flu Shot Caused Deadly Outbreak, Missing Feared Dead",http://www.neonnettle.com/news/3876-cdc-doctor-who-said-flu-shot-caused-deadly-outbreak-missing-feared-dead,www.neonnettle.com,2274,2018-03-04,Neon Nettle,2125,1.0701176470588236,March,32.10352941176471,73.0
1135,Eric Holder: The Legitimacy of the Supreme Court can Justifiably be Questioned,http://www.truthandaction.org/eric-holder-legitimacy-supreme-court-can-justifiably-questioned/,www.truthandaction.org,2270,2018-10-08,Uncategorized,1907,1.1903513371788148,October,35.710540115364445,78.0
1136,Lord Rothschild Vows To Destroy Bitcoin - Launches 'FedCoin',https://yournewswire.com/rothschild-fedcoin-bitcoin/,yournewswire.com,2265,2017-12-21,Sean Adl-tabatabai,2198,1.0304822565969063,December,30.914467697907188,60.0
1137,Madonna Flees America; Moves To Socialist Country To Protest Trump,https://yournewswire.com/madonna-flees-america-socialist-trump/,yournewswire.com,2262,2018-08-01,Baxter Dmitry,1975,1.1453164556962026,August,34.35949367088608,66.0
1138,John McCain Says He 'Doesn’t Want Donald Trump At His Funeral',http://www.truthandaction.org/john-mccain-says-doesnt-want-donald-trump-funeral/,www.truthandaction.org,2258,2018-05-07,Uncategorized,2061,1.0955846676370693,May,32.86754002911208,62.0
